date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:06:07	78129/78129	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213131-65fc96b8-e7579a0eb5a8912f;gz%22	https://validthemes.net/site-template/agrica/assets/js/bootstrap.bundle.min.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/bootstrap.bundle.min.js	(from https://validthemes.net/site-template/agrica/)
18:06:08	4474/4474	---M-Z	200	added ('OK')	application/x-javascript	etag:%22117a-65fc96b8-6cac073428f16aca;gz%22	https://validthemes.net/site-template/agrica/assets/js/jquery.appear.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/jquery.appear.js	(from https://validthemes.net/site-template/agrica/)
18:06:09	138767/138767	---M-Z	200	added ('OK')	application/x-javascript	etag:%2221e0f-65fc96b8-376fff208317c966;gz%22	https://validthemes.net/site-template/agrica/assets/js/swiper-bundle.min.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/swiper-bundle.min.js	(from https://validthemes.net/site-template/agrica/)
18:06:10	462/462	---M-Z	200	added ('OK')	application/x-javascript	etag:%221ce-65fc96b8-b0509de2f156e6ab;gz%22	https://validthemes.net/site-template/agrica/assets/js/progress-bar.min.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/progress-bar.min.js	(from https://validthemes.net/site-template/agrica/)
18:06:11	4446/4446	---M-Z	200	added ('OK')	application/x-javascript	etag:%22115e-65fc96b8-dfea536e5ca2d773;gz%22	https://validthemes.net/site-template/agrica/assets/js/circle-progress.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/circle-progress.js	(from https://validthemes.net/site-template/agrica/)
18:06:12	35313/35313	---M-Z	200	added ('OK')	application/x-javascript	etag:%2289f1-65fc96b8-c782e36685fef7d5;gz%22	https://validthemes.net/site-template/agrica/assets/js/isotope.pkgd.min.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/isotope.pkgd.min.js	(from https://validthemes.net/site-template/agrica/)
18:06:13	5441/5441	---M-Z	200	added ('OK')	application/x-javascript	etag:%221541-65fc96b8-b2cf080fc031eabd;gz%22	https://validthemes.net/site-template/agrica/assets/js/imagesloaded.pkgd.min.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/imagesloaded.pkgd.min.js	(from https://validthemes.net/site-template/agrica/)
18:06:14	20216/20216	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ef8-65fc96b8-f2f1e970c62905f9;gz%22	https://validthemes.net/site-template/agrica/assets/js/magnific-popup.min.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/magnific-popup.min.js	(from https://validthemes.net/site-template/agrica/)
18:06:15	2621/2621	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a3d-65fc96b8-808781bfb6ef7305;gz%22	https://validthemes.net/site-template/agrica/assets/js/count-to.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/count-to.js	(from https://validthemes.net/site-template/agrica/)
18:06:16	1124/1124	---M-Z	200	added ('OK')	application/x-javascript	etag:%22464-65fc96b8-24cdd412eab231e8;gz%22	https://validthemes.net/site-template/agrica/assets/js/jquery.scrolla.min.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/jquery.scrolla.min.js	(from https://validthemes.net/site-template/agrica/)
18:06:17	3726/3726	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e8e-65fc96b8-e340f619e0ff9213;gz%22	https://validthemes.net/site-template/agrica/assets/js/ScrollOnReveal.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/ScrollOnReveal.js	(from https://validthemes.net/site-template/agrica/)
18:06:18	64021/64021	---M-Z	200	added ('OK')	application/x-javascript	etag:%22fa15-65fc96b8-4859629ad52835a0;gz%22	https://validthemes.net/site-template/agrica/assets/js/YTPlayer.min.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/YTPlayer.min.js	(from https://validthemes.net/site-template/agrica/)
18:06:19	28372/28372	---M-Z	200	added ('OK')	application/x-javascript	etag:%226ed4-65fc96b8-cf48c952a97a3d05;gz%22	https://validthemes.net/site-template/agrica/assets/js/validnavs.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/validnavs.js	(from https://validthemes.net/site-template/agrica/)
18:06:20	71166/71166	---M-Z	200	added ('OK')	application/x-javascript	etag:%22115fe-65fc96b8-da26f34cd96a6560;gz%22	https://validthemes.net/site-template/agrica/assets/js/gsap.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/gsap.js	(from https://validthemes.net/site-template/agrica/)
18:06:21	40791/40791	---M-Z	200	added ('OK')	application/x-javascript	etag:%229f57-65fc96b8-94416ce25e8ae2df;gz%22	https://validthemes.net/site-template/agrica/assets/js/ScrollTrigger.min.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/ScrollTrigger.min.js	(from https://validthemes.net/site-template/agrica/)
18:06:22	15590/15590	---M-Z	200	added ('OK')	application/x-javascript	etag:%223ce6-65fc96b8-ede9425725c4ed31;gz%22	https://validthemes.net/site-template/agrica/assets/js/SplitText.min.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/SplitText.min.js	(from https://validthemes.net/site-template/agrica/)
18:06:23	13745/13745	---M-Z	200	added ('OK')	application/x-javascript	etag:%2235b1-65fc96b8-b0693663dc74943d;gz%22	https://validthemes.net/site-template/agrica/assets/js/main.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/main.js	(from https://validthemes.net/site-template/agrica/)
18:06:24	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-brands-400.eot	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-brands-400.eot	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:25	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-brands-400.eot?	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-brands-400d41d.eot	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:26	78580/78580	---M--	200	added ('OK')	font/woff2	etag:%22132f4-65fc96b8-f44f212850e19128;;;%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-brands-400.woff2	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-brands-400.woff2	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:28	92216/92216	---M--	200	added ('OK')	application/font-woff	etag:%2216838-65fc96b8-87acf5a5554c4da2;;;%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-brands-400.woff	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-brands-400.woff	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:29	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-brands-400.ttf	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-brands-400.6d.delayed	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:29	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-brands-400.svg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-brands-400.svg	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:30	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-duotone-900.eot	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-duotone-900.eot	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:31	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-duotone-900.eot?	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-duotone-900d41d.eot	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:33	187340/187340	---M--	200	added ('OK')	font/woff2	etag:%222dbcc-65fc96b8-5c9dc7b2c944d1b5;;;%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-duotone-900.woff2	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-duotone-900.woff2	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:35	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-duotone-900.ttf	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-duotone-900.ttf	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:35	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-duotone-900.svg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-duotone-900.svg	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:36	265416/265416	---M--	200	added ('OK')	application/font-woff	etag:%2240cc8-65fc96b8-1547a3c7ff00b9cc;;;%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-duotone-900.woff	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-duotone-900.woff	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:36	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-light-300.eot	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-light-300.eot	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:37	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-light-300.eot?	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-light-300d41d.eot	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:39	189716/189716	---M--	200	added ('OK')	font/woff2	etag:%222e514-65fc96b8-6b333bc9b82402ab;;;%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-light-300.woff2	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-light-300.woff2	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:41	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-light-300.ttf	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-light-300.ttf	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:42	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-light-300.svg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-light-300.svg	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:42	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-regular-400.eot	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-regular-400.eot	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:43	251916/251916	---M--	200	added ('OK')	application/font-woff	etag:%223d80c-65fc96b8-8a67eadaf56983b7;;;%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-light-300.woff	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-light-300.woff	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:43	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-regular-400.eot?	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-regular-400d41d.eot	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:45	173528/173528	---M--	200	added ('OK')	font/woff2	etag:%222a5d8-65fc96b8-6d35e4b73413331;;;%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-regular-400.woff2	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-regular-400.woff2	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:47	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-regular-400.ttf	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-regular-400.ttf	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:47	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-regular-400.svg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-regular-400.svg	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:47	230372/230372	---M--	200	added ('OK')	application/font-woff	etag:%22383e4-65fc96b8-19bcf8310574a0f6;;;%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-regular-400.woff	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-regular-400.woff	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:48	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-solid-900.eot	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-solid-900.eot	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:49	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-solid-900.eot?	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-solid-900d41d.eot	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:51	141036/141036	---M--	200	added ('OK')	font/woff2	etag:%22226ec-65fc96b8-58f1a10425c21ac7;;;%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-solid-900.woff2	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-solid-900.woff2	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:52	188292/188292	---M--	200	added ('OK')	application/font-woff	etag:%222df84-65fc96b8-a5acd603b9e1b840;;;%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-solid-900.woff	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-solid-900.woff	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:52	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-solid-900.ttf	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-solid-900.ttf	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:53	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/fa-solid-900.svg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/fa-solid-900.svg	(from https://validthemes.net/site-template/agrica/assets/css/font-awesome.min.css)
18:06:54	99336/99336	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2218408-65fc96b8-6f622eb74929231;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/flaticon.eot	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/flaticon.eot	(from https://validthemes.net/site-template/agrica/assets/css/flaticon-set.css)
18:06:55	99336/99336	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2218408-65fc96b8-6f622eb74929231;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/flaticon.eot?	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/flaticond41d.eot	(from https://validthemes.net/site-template/agrica/assets/css/flaticon-set.css)
18:06:56	55568/55568	---M--	200	added ('OK')	application/font-woff	etag:%22d910-65fc96b8-e34f0dfe991d0abe;;;%22	https://validthemes.net/site-template/agrica/assets/fonts/flaticon.woff	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/flaticon.woff	(from https://validthemes.net/site-template/agrica/assets/css/flaticon-set.css)
18:06:57	99168/99168	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2218360-65fc96b8-644a7d63854cbaf2;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/flaticon.ttf	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/flaticon.ttf	(from https://validthemes.net/site-template/agrica/assets/css/flaticon-set.css)
18:06:58	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/fonts/flaticon.svg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/fonts/flaticon.svg	(from https://validthemes.net/site-template/agrica/assets/css/flaticon-set.css)
18:06:59	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/css/flaticon.svg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/css/flaticon.svg	(from https://validthemes.net/site-template/agrica/assets/css/flaticon-set.css)
18:07:00	908/908	---M--	200	added ('OK')	image/png	etag:%2238c-65fc96b8-46182c1163ebaf9b;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/1.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/1.png	(from https://validthemes.net/site-template/agrica/assets/css/validnavs.css)
18:07:01	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/assets/img/shape/35.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/35.png	(from https://validthemes.net/site-template/agrica/assets/css/style.css)
18:07:02	6162/6162	---M--	200	added ('OK')	image/png	etag:%221812-65fc96b8-e0b411ef92f43252;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/4.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/4.png	(from https://validthemes.net/site-template/agrica/assets/css/style.css)
18:07:03	6491/6491	---M--	200	added ('OK')	image/png	etag:%22195b-65fc96b8-56f5852b2032cc2;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/20.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/20.png	(from https://validthemes.net/site-template/agrica/assets/css/style.css)
18:07:04	1161/1161	---M--	200	added ('OK')	image/png	etag:%22489-65fc96b8-52163e609ae84765;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/5.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/5.png	(from https://validthemes.net/site-template/agrica/assets/css/style.css)
18:07:05	27632/27632	---M--	200	added ('OK')	image/png	etag:%226bf0-65fc96b8-aec7da04a5d83374;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/14.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/14.png	(from https://validthemes.net/site-template/agrica/assets/css/style.css)
18:07:06	37619/37619	---M--	200	added ('OK')	image/png	etag:%2292f3-65fc96b8-a8c7d5a8c9bdaa02;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/12.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/12.png	(from https://validthemes.net/site-template/agrica/assets/css/style.css)
18:07:08	144130/144130	---M--	200	added ('OK')	image/jpeg	etag:%2223302-65fc96b8-422f5dcfa92a6c74;;;%22	https://validthemes.net/site-template/agrica/assets/img/banner/7.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/banner/7.jpg	(from https://validthemes.net/site-template/agrica/assets/css/style.css)
18:07:09	7016/7016	---M--	200	added ('OK')	image/png	etag:%221b68-65fc96b8-9f3fd9ede10952dd;;;%22	https://validthemes.net/site-template/agrica/assets/img/logo-icon.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/logo-icon.png	(from https://validthemes.net/site-template/agrica/assets/css/style.css)
18:07:10	1193/1193	---M--	200	added ('OK')	image/png	etag:%224a9-65fc96b8-8f8dba4b3db4756e;;;%22	https://validthemes.net/site-template/agrica/assets/img/logo-icon-light.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/logo-icon-light.png	(from https://validthemes.net/site-template/agrica/assets/css/style.css)
18:07:11	97799/97799	---M--	200	added ('OK')	image/jpeg	etag:%2217e07-65fc96b8-1610f51b50660d8d;;;%22	https://validthemes.net/site-template/agrica/assets/img/banner/12.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/banner/12.jpg	(from https://validthemes.net/site-template/agrica/index-2.html)
18:07:12	116387/116387	---M--	200	added ('OK')	image/jpeg	etag:%221c6a3-65fc96b8-e8bf64b0805a5bd0;;;%22	https://validthemes.net/site-template/agrica/assets/img/banner/15.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/banner/15.jpg	(from https://validthemes.net/site-template/agrica/index-2.html)
18:07:12	76219/76219	---M--	200	added ('OK')	image/png	etag:%22129bb-65fc96b8-8def476d13b75b27;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/18.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/18.png	(from https://validthemes.net/site-template/agrica/index-2.html)
18:07:14	120342/120342	---M--	200	added ('OK')	image/jpeg	etag:%221d616-65fc96b8-73ec20950c76b29b;;;%22	https://validthemes.net/site-template/agrica/assets/img/thumb/1.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/thumb/1.jpg	(from https://validthemes.net/site-template/agrica/index-2.html)
18:07:14	5223/5223	---M--	200	added ('OK')	image/png	etag:%221467-65fc96b8-c588de011ea3b2b9;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/17.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/icon/17.png	(from https://validthemes.net/site-template/agrica/index-2.html)
18:07:15	6103/6103	---M--	200	added ('OK')	image/png	etag:%2217d7-65fc96b8-a19043c4ea8c751c;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/18.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/icon/18.png	(from https://validthemes.net/site-template/agrica/index-2.html)
18:07:16	6963/6963	---M--	200	added ('OK')	image/png	etag:%221b33-65fc96b8-cf3da6a345d1292a;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/19.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/icon/19.png	(from https://validthemes.net/site-template/agrica/index-2.html)
18:07:17	4803/4803	---M--	200	added ('OK')	image/png	etag:%2212c3-65fc96b8-575f37eebf9252c3;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/20.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/icon/20.png	(from https://validthemes.net/site-template/agrica/index-2.html)
18:07:18	85257/85257	---M--	200	added ('OK')	image/jpeg	etag:%2214d09-65fc96b8-b920aa9f0b29a1b1;;;%22	https://validthemes.net/site-template/agrica/assets/img/thumb/4.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/thumb/4.jpg	(from https://validthemes.net/site-template/agrica/index-2.html)
18:07:19	47072/47072	---M--	200	added ('OK')	image/jpeg	etag:%22b7e0-65fc96b8-20810c44ba3adfea;;;%22	https://validthemes.net/site-template/agrica/assets/img/banner/18.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/banner/18.jpg	(from https://validthemes.net/site-template/agrica/index-2.html)
18:07:20	93672/93672	---M--	200	added ('OK')	image/jpeg	etag:%2216de8-65fc96b8-e630251fb26320f0;;;%22	https://validthemes.net/site-template/agrica/assets/img/services/2.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/services/2.jpg	(from https://validthemes.net/site-template/agrica/index-2.html)
18:07:21	2537/2537	---M--	200	added ('OK')	image/png	etag:%229e9-65fc96b8-dc28608d6accfa7d;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/21.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/icon/21.png	(from https://validthemes.net/site-template/agrica/index-2.html)
18:07:22	77956/77956	---M--	200	added ('OK')	image/jpeg	etag:%2213084-65fc96b8-3272d076981be7de;;;%22	https://validthemes.net/site-template/agrica/assets/img/services/3.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/services/3.jpg	(from https://validthemes.net/site-template/agrica/index-2.html)
18:07:23	2616/2616	---M--	200	added ('OK')	image/png	etag:%22a38-65fc96b8-a9fde2076a331b44;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/22.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/icon/22.png	(from https://validthemes.net/site-template/agrica/index-2.html)
18:07:24	44628/44628	---M--	200	added ('OK')	image/jpeg	etag:%22ae54-65fc96b8-24d9daaedb78851a;;;%22	https://validthemes.net/site-template/agrica/assets/img/services/4.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/services/4.jpg	(from https://validthemes.net/site-template/agrica/index-2.html)
18:07:25	1989/1989	---M--	200	added ('OK')	image/png	etag:%227c5-65fc96b8-cc62393101bcd78f;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/23.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/icon/23.png	(from https://validthemes.net/site-template/agrica/index-2.html)
18:07:26	30397/30397	---M--	200	added ('OK')	image/jpeg	etag:%2276bd-65fc96b8-f5238f460b84deba;;;%22	https://validthemes.net/site-template/agrica/assets/img/services/5.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/services/5.jpg	(from https://validthemes.net/site-template/agrica/index-2.html)
